id_knihy;isbn;nazev;pocet_stran;rok_vydani;misto_vydani;nakladatel;vydani;druhy_id;jazyky_id;autor;edice
1213;978-1-4200-8964-6;The top ten algorithms in data mining;215;2009;Boca Raton;CRC Press;;1;2;Xindong Wu, Vipin Kumar;
1216;978-0-387-31073-2;Pattern recognition and machine learning;738;2006;New York, N.Y.;Springer Verlag;;1;2;Christopher M Bishop;
1217;978-0-596-00948-9;Applied software project management;308;2006;Sebastopol, CA;O\'Reilly Media, Inc.;;1;2;Andrew Stellman, Jennifer Greene;
1221;1-59059-441-X;Regular expression recipes : a problem-solution approach;289;2005;Berkeley, CA;Apress;;1;2;Nathan A. Good;The experts voice in open source
1223;978-0-486-40258-1;Combinatorial optimization : algorithms and complexity;496;1998;Mineola, N.Y.;Dover Publications;;1;2;Christos H. Papadimitriou, Kenneth Steiglitz;
1232;978-1-58450-680-5;Game coding complete;908;2009;Boston, MA;Course Technology;3;1;2;Mike McShaffrey;
1236;978-0-471-47064-9;Data mining techniques : for marketing, sales, and customer relationship management;643;2004;Indianapolis, IN;Wiley Publishing;2;1;2;Michael J. A. Berry, Gordon Linoff;
1239;0-262-51191-6;Software engineering for Internet applications;399;2006;Cambridge, MA;MIT Press;;1;2;Eve Astrid Andersson, Philip Greenspun, Andrew Grumet;
1241;978-0-201-63361-0;Design patterns : elements of reusable object-oriented software;395;1995;Reading, MA;Addison-Wesley;;1;2;Erich Gamma;Addison-Wesley professional computing series
1242;0-07-005489-4;Schaums outline of theory and problems of graph theory;293;1997;New York, N.Y.;Mc Graw-Hill Book Company;;1;2;V. K. Balakrishnan;
1245;978-1-84628-034-4;Mathematics for computer graphics;248;2006;London;Springer Verlag;2;1;2;Vince, John;
1248;978-80-7413-041-0;Silverlight : datové služby;378;2009;Brno;Zoner Press;1;1;1;Papa, John;
1252;80-251-0795-7;Automatizace a automatizační technika : Prostředky automatizační techniky . III;280;2005;Brno;CP Books;2;1;1;Beneš, Pavel a kol.;
1253;80-7226-249-1;Automatizace a automatizační technika : Automatické systémy . IV.;166;2000;Praha;Computer Press;1;1;1;Oplatek, František a kol.;Všechny cesty k informacím
1256;978-80-251-2737-7;Python 3 : výukový kurz;584;2010;Brno;Computer Press;1;1;1;Summerfield, Mark;
1258;978-80-247-3155-1;Diferencované řízení vztahů se zákazníky : [moderní strategie růstu výkonnosti podniku];268;2009;Praha;Grada;1;1;1;Lošťáková, Hana a kol.;
1259;978-80-251-2898-5;Umění programování : Seminumerické algoritmy. . 2. díl.;763;2010;Brno;Computer Press;1;1;1;Knuth, Donald Ervin;
1260;978-80-251-2141-2;Mistrovství ve Windows Presentation Foundation : [aplikace = kód + markup];928;2008;Brno;Computer Press;1;1;1;Petzold, Charles;
1263;978-80-251-2795-7;Internetový marketing : prosaďte se na webu a sociálních sítích;304;2010;Brno;Computer Press;1;1;1;Janouch, Viktor;
1264;978-3-540-92200-1;Engineering web applications;349;2009;New York, N.Y.;Springer Verlag;;1;2;Casteleyn, Sven a kol.;
1265;978-0-596-80302-5;Developing large web applications : [producing code that can grow and thrive] Loudon, Kyle;279;2010;Sebastopol, CA;O\'Reilly Media, Inc.;1;1;2;Loudon, Kyle;
1267;978-0-596-15381-6;Programming the Semantic Web;280;2009;Sebastopol, CA;O\'Reilly Media, Inc.;1;1;1;Segaran, Toby -- Taylor, Jamie -- Evans, Colin;
1268;978-80-7300-244-2;Blender : naučte se 3D grafiku;286;2009;Praha;BEN - technická literatura;2;1;1;Pokorný, Pavel;
1272;978-80-7232-368-5;Java : bohatství knihoven;251;2008;České Budějovice;Kopp;3;1;1;Pavel Herout;
1273;978-80-7232-328-9;Java : grafické uživatelské prostředí a čeština;316;2009;České Budějovice;Kopp;2;1;1;Pavel Herout;
1275;80-7178-376-5;Kognitivní psychologie;636;2002;Praha;Portál;1;1;1;Robert J. Sternberg;
1276;978-0-470-27930-4;Why dont students like school?;228;2009;San Francisco, CA;Jossey-Bass Publishers;1;1;2;Daniel T. Willingham;
1277;0787960519;E-Learning and the science of instruction : proven guidelines for consumers and designers of multimedia learning;322;2003;San Francisco, CA;Jossey-Bass Publishers;1;1;2;Ruth Colvin Clark, Richard E. Mayer;
1282;978-0-262-54178-7;Where the action is : the foundations of embodied interaction;233;2004;Massachusetts;MIT Press;;1;2;Paul Dourish;
1285;978-1-59059-979-2;Spring recipes : a problem-solution approach;727;2008;New York, N.Y.;Apress;;1;2;Gary Mak;
1286;978-0-321-55346-1;Eclipse plug-ins;878;2009;Upper Saddle River, N.J.;Addison-Wesley;3;1;2;Eric Clayberg, Dan Rubel;
1288;978-0-13-701287-9;JavaFX : developing rich Internet applications;359;2009;Upper Saddle River, N.J.;Addison-Wesley;;1;2;Jim Clarke, Jim Connors, Eric J. Bruno;
1289;978-1-4302-1827-2;Practical eclipse rich client platform projects;335;2009;New York, N.Y.;Apress;;1;2;Vladimir Silva;
1295;978-80-251-3034-6;C# 2010 : rychlý průvodce novinkami a nejlepšími postupy;624;2010;Brno;Computer Press;1;1;1;Trey Nash;
1296;978-80-7413-094-6;C# 4.0 : řešení praktických programátorských úloh;656;2010;Brno;Zoner Press;1;1;1;Ben Watson;
1298;978-80-7413-102-8;Řízení životního cyklu aplikací ve Visual Studiu 2010;671;2010;Brno;Zoner Press;1;1;1;Mickey Gousset;
1300;978-80-251-3152-7;jQuery : kuchařka programátora;436;2010;Brno;Computer Press;1;1;1;;
1301;0-8039-3647-8;Fundamentals of item response theory;174;1991;Newbury Park, Calif.;Sage Publications;;1;2;Ronald K. Hambleton, Hariharan Swaminathan, H. Jane Rogers;
1304;978-3-639-07891-6;Visual tracking for augmented reality : edge-based tracking techniques for AR applications;158;2009;Saarbrücken;VDM;;1;2;Georg Klein;
1305;978-3-211-79169-1;Interactive environments with open-source software : 3D walkthroughs and augmented reality for architects with Blender 2.43, DART 3.0 and ARToolKit 2.72;239;2009;Wien;Springer Verlag;;1;2;Wolfgang Höhl;
1306;978-0-596-80227-1;Search patterns;180;2010;Sebastopol, CA;O\'Reilly Media, Inc.;;1;2;Peter Morville, Jeffery Callender;
1308;978-0-201-75867-2;3D user interfaces : theory and practice;478;2005;Boston, MA;Addison-Wesley;;1;2;Doug A. Bowman;
1310;978-0-12-206093-9;Machine vision : theory, algorithms, practicalities;934;2005;Amsterdam;Elsevier;3;1;2;E. R. Davies;
1311;978-1-59749-272-0;Pattern recognition;961;2009;Burlington, MA;Academic Press;4;1;2;Sergios Theodoridis, Konstantinos Koutroumbas;
1312;80-7300-158-6;Technická diagnostika : senzory, metody, analýza signálu;406;2006;Praha;BEN - technická literatura;1;1;2;Marcel Kreidl, Radislav Šmíd;Senzory neelektrických veličin
1313;978-80-214-3530-8;Kinematika a dynamika mechatronických systémů;158;2007;Brno;Akademické nakladatelství CERM;1;1;1;Robert Grepl;
1314;978-80-7300-226-8;Modelování mechatronických systémů v Matlab SimMechanics;151;2007;Praha;BEN - technická literatura;1;1;1;Robert Grepl;
1315;978-80-251-1649-4;Simulace podnikových procesů;201;2007;Brno;Computer Press;1;1;1;Martin Dlouhý;
1316;978-80-251-2523-6;Automatizace a automatizační technika III : prostředky automatizační techniky;296;2009;Brno;Computer Press;4;1;1;Jan Chlebný;
1317;978-1-58948-165-7;Building European spatial data infrastructures;91;2007;Redlands, CA;ESRI Press;1;1;2;Ian Masser;
1319;978-0-13-168728-8;Digital image processing;954;2008;Upper Saddle River, N.J.;Prentice Hall Inc.;3;1;2;Rafael C. Gonzalez, Richard E. Woods;
1324;978-0-13-235416-5;C++ GUI programming with Qt 4;718;2008;Upper Saddle River, N.J.;Prentice Hall Inc.;2;1;2;Jasmin Blanchette, Mark Summerfield;
1325;978-0-321-57936-2;Succeeding with agile : software development using Scrum;475;2010;Upper Saddle River, N.J.;Addison-Wesley;;1;2;Mike Cohn;
1327;978-1-59749-278-2;Programming Lego Mindstorms NXT;187;2008;Burlington, MA;Syngress;;1;2;Owen Bishop;
1328;978-1-59749-152-5;Building robots with Lego Mindstorms NXT;447;2007;Burlington, MA;Syngress;;1;2;David Astolfo;
1330;978-1-59327-211-1;The LEGO Mindstorms NXT 2.0 discovery book : a beginners guide to building and programming robots;297;2010;San Francisco, CA;No Starch Press;;1;2;Laurens Valk;
1331;0-205-27691-1;Multimedia for learning : methods and development;580;2001;Boston, MA;Allyn and Bacon;3;1;2;Stephen M. Alessi, Stanley R. Trollip;
1332;978-0-7879-9245-3;Better than bullet points : creating engaging e-learning with PowerPoint;338;2008;San Francisco, CA;Pfeiffer;;1;2;Jane Bozarth;
1333;9780262012430;Introduction to machine learning;537;2010;Cambridge, MA;MIT Press;2;1;2;Ethem Alpaydin;
1334;978-0-262-51412-5;Semi-supervised learning;508;2010;Cambridge, MA;MIT Press;;1;2;Olivier Chapelle, Bernhard Schölkopf;
1337;978-0-470-08457-1;Guidance for the verification and validation of neural networks;133;2007;Hoboken, N.J.;IEEE Computer Society;;1;2;Laura L Pullum, Brian J. Taylo,r Majorie A. Darrah;
1344;978-80-87109-21-2;Dejiny ekonomických teorií;541;2010;Praha;Havlíček Brain Team;1;1;1;Milan Sojka;
1347;978-3-642-06856-0;Kernel based algorithms for mining huge data sets : supervised, semi-supervised, and unsupervised learning;260;2010;Berlin;Springer Verlag;;1;2;Te-Ming Huang, Vojislav Kecman, Ivica Kopriva;
1348;978-80-251-2109-2;Adobe Flash CS3 : oficiální výukový kurz;341;2008;Brno;Computer Press;1;1;1;Lukáš Krejčí;
1356;1-59158-249-0;Multimedia projects in education : designing, producing, and assessing;219;2006;Westport, Conn.;Libraries Unlimited;3;1;2;Karen S. Ivers, Ann E. Barron;
1357;978-0-8129-7142-2;Color : a natural history of the palette;448;2004;New York, N.Y.;Random House Trade Paperbacks;;1;2;Victoria Finlay;
1358;978-0-500-20398-9;Digital art;256;2008;London;Thames & Hudson;2;1;2;Christiane Paul;
1359;978-0-06-121006-8;An eye for color;245;2007;New York, N.Y.;Collins Design;;1;2;Olga Gutierrez de la Roza;
1360;978-0-470-38135-9;Understanding color : an introduction for designers;258;2011;Hoboken, N.J.;Wiley Publishing;4;1;2;Linda Holtzschue;
1363;978-0-06-174836-3;The visual miscellaneum : a colorful guide to the worlds most consequential trivia;255;2009;New York, N.Y.;Collins Design;1;1;2;David McCandless;
1367;978-1-59253-329-9;Complete color harmony workbook : a workbook and guide to creative color combinations;224;2007;Gloucester, Mass.;Rockport Publishers;;1;2;Kiki Eldridge, Lesa Sawahata;
1368;978-0-500-28629-6;Art of the digital age;223;2006;London;Thames & Hudson;1;1;2;Bruce Wands;
1370;978-0-7148-4782-5;Art and electronic media;304;2009;London;Phaidon Press;;1;2;Edward A. Shanken;
1372;978-0-470-53188-4;Supply chain management : best practices;280;2010;Hoboken, N.J.;John Wiley & Sons;2;1;2;David Blanchard;
1375;978-0-8144-0926-8;Supply chain excellence : a handbook for dramatic improvement using the SCOR model;277;2007;New York, N.Y.;Amacom;2;1;2;Peter Bolstorff, Robert Rosenbaum;
1378;978-3-639-25776-2;Automated Negotiation in Multi-Agent based Electronic Business : Negotiation in business-to-business (B2B) transactions in supply chain management (SCM) for multi-agent based electronic business (e-business);144;2010;Saarbrucken;VDM;;1;2;Golenur Huq;
1381;978-1-60426-600-9;Mass communication : living in a media world;660;2011;Washington, D.C.;CQ Press;3;1;2;Ralph E. Hanson;
1383;978-80-7391-360-1;Grafický design pro samouky : praktický průvodce pro začátečníky;224;2010;Praha;Slovart;;1;1;Tony Seddon, Jane Waterhouse;
1384;978-0-9563556-0-7;Cloud computing explained : handbook for enterprise implementation;420;2010;London;Recursive Ltd.;;1;2;John Rhoton;
1387;978-80-251-2820-6;iPhone SDK : průvodce vývojem aplikací pro iPhone a iPod touch;480;2010;Brno;Computer Press;1;1;1;Dave Mark, Jeff LaMarche;
1388;978-80-251-3145-9;97 klíčových znalostí programátora : [zkušenosti expertů z praxe];240;2010;Brno;Computer Press;;1;1;Kevlin Henney;
1389;978-80-251-2190-0;C/C++ : hotová řešení;376;2009;Brno;Computer Press;1;1;1;Radim Dostál;
1390;978-80-251-2654-7;Objective-C 2.0 : výukový kurz programování pro Mac OS X a iPhone;550;2010;Brno;Computer Press;1;1;1;Stephen G. Kochan;
1392;80-86851-54-0;Datové modelování;177;2006;Praha;Alfa Publishing;1;1;1;Vojtěch Merunka;
1394;978-80-247-2746-2;CorelDRAW X4 : praktická příručka;127;2009;Praha;Grada;1;1;1;Petr Novotný;
1395;978-80-247-1266-6;Pascal : pokročilejší programátorské techniky;264;2007;Praha;Grada;1;1;1;Karel Putz;
1397;978-80-251-3032-2;333 tipů a triků pro GIMP : [rychlá řešení pro každou situaci];268;2010;Brno;Computer Press;1;1;1;Vlastimil Modr;
1400;978-80-7300-218-3;Evoluční výpočetní techniky : principy a aplikace;534;2009;Praha;BEN - technická literatura;1;1;1;Ivan Zelinka;
1402;80-7168-590-9;Slovník počítačových pojmů a zkratek;183;1998;Praha;Fortuna;2;1;1;Rudolf Voráček;
1403;978-80-251-2854-1;97 klíčových znalostí projektového manažera : [zkušenosti expertů z praxe];240;2010;Brno;Computer Press;1;1;1;Barbee Davis;
1407;978-1-58948-140-4;A to Z GIS : an illustrated dictionary of geographic information systems;268;2006;Redlands, CA;ESRI Press;2;1;2;Tasha Wade, Shelly Sommer;
1408;0-201-70919-8;Discover Pascal in Delphi;461;2002;Harlow;Addison-Wesley;;1;2;Sue Walmsley, Shirley A. Williams;
1409;;The business analysts handbook;411;2009;Boston, MA;Course Technology;;1;2;Howard Podeswa;
1412;978-1-4180-0103-2;Exploring multimedia for designers;286;2008;Clifton Park, NY;Thomson Delmar Learning;;1;2;Ray Villalobos;
1415;978-80-247-2895-7;Principy krásného webdesignu : průvodce krok za krokem;145;2010;Praha;Grada;1;1;1;Beaird, Jason;
1417;978-80-251-1660-9;Programátor pragmatik : jak se stát lepším programátorem a vytvářet kvalitní software;266;2007;Brno;Computer Press;1;1;1;Andrew Hunt, David Thomas;
1419;978-0-471-41829-0;Design for communication : conceptual graphic design basics;255;2003;Hoboken, N.J.;John Wiley & Sons;;1;2;Elizabeth Resnick;
1421;978-0-596-15414-1;Programming interactivity : a designers guide to processing, Arduino, and openFrameworks;712;2009;Beijing;O\'Reilly Media, Inc.;1;1;2;Joshua J. Noble;
1422;978-1-60427-007-5;Seven steps to mastering business analysis;353;2009;Ft. Lauderdale, Fla.;J. Ross Pub.;;1;2;Barbara A. Carkenord;
1423;978-0-13-147381-2;Cross-platform GUI programming with wxWidgets;700;2006;Upper Saddle River, N.J.;Prentice Hall Inc.;;1;2;Julian Smart, Kevin Hock, Stefan Csomor;Bruce Perens Open Source series
1424;978-0-13-187905-8;An introduction to design patterns in C++ with Qt 4;624;2007;Upper Saddle River, N.J.;Prentice Hall Inc.;;;2;Alan Ezust, Paul Ezust;Bruce Perens Open Source series
1426;978-3-7212-0145-1;Grid systems in graphic design : a visual communication manual for graphic designers, typographers and three dimensional designers = Raster systeme für die visuelle Gestaltung : ein Handbuch fur Grafiker, Typografen und Ausstellungsgestalter;176;2010;Sulgen;Niggli;7;1;2;Josef Muller-Brockmann;
1427;978-1-56898-772-9;Graphic design theory : readings from the field;151;2009;New York, N.Y.;Princeton Architectural Press;1;;2;Helen Armstrong;
1431;0-201-00023-7;Data structures and algorithms;427;1983;Reading, MA;Addison-Wesley;;1;2;Alfred V. Aho, John E. Hopcroft, Jeffrey D. Ullman;
1433;;Video-based rendering;197;2005;Wellesley, MA;AK Peters;;1;2;Marcus A. Magnor;
1434;978-1-56881-472-8;GPU Pro : advanced rendering techniques;715;2010;Natick, Mass.;AK Peters;;1;2;Wolfgang F. Engel;
1435;978-1-58948-041-4;Land administration for sustainable development;487;2010;Redlands, CA;ESRI Press;1;1;2;Ian Williamson;
1436;978-1-58948-231-9;GIS for decision support and public policy making;189;2009;Redlands, CA;ESRI Press;;1;2;Christopher Thomas, Nancy Sappington;
1440;0-13-142189-1;Java testing and design : from unit testing to automated Web tests;489;2004;Upper Saddle River, N.J.;Prentice Hall Inc.;;1;2;Frank Cohen;
1441;1-932394-27-3;SWT/JFace in action;468;2005;Greenwich;Manning;;;2;Matthew Scarpino;
1444;978-0-13-142246-9;Core J2EE patterns : best practices and design strategies;650;2003;Upper Saddle River, N.J.;Prentice Hall Inc.;2;1;2;Deepak Alur, John Crupi, Dan Malks;
1445;ISBN;Professional android 2 application development;543;2010;Indianapolis, IN;Wiley Publishing;;1;2;Reto Meier;
1447;0-201-63181-4;Software inspection;471;1993;Wokingham;Addison-Wesley;;1;2;Tom Gilb, Dorothy Graham, Susannah Finzi;
1448;978-0-470-04492-6;Handbook of applied algorithms : solving scientific, engineering and practical problems;544;2008;Hoboken, N.J.;Wiley-Interscience;;1;2;Amiya Nayak, Ivan Stojmenovic;
1449;978-0-321-58571-4;OSGi and Equinox : creating highly modular Java systems;475;2010;Upper Saddle River, N.J.;Addison-Wesley;;1;2;Jeff McAffer, Paul VanderLei, Simon Archer;
1450;978-0-470-23059-6;Essentials of business processes and information systems;170;2009;Hoboken, N.J.;Wiley/SAP;;1;2;Simha Magal, Jeffrey Word;
1451;978-1-59253-433-3;Color design workbook : a real-world guide to using color in graphic design;240;2008;Gloucester, Mass.;Rockport Publishers;;1;2;Terry Lee Stone, Sean Adams, Noreen Morioka;
1452;1-58948-073-2;Advanced spatial analysis : the CASA book of GIS;463;2003;Redlands, CA;ESRI Press;;1;2;Paul Longley, Michael Batty;
1457;978-0-8176-4760-5;Algorithms and programming : problems and solutions;217;2008;Boston, MA;Birkhaeuser;1;1;2;Alexander Shen;
1459;SBN 978-0-201-73485-;Peer reviews in software : a practical guide;232;2002;Boston, MA;Addison-Wesley;1;1;2;Wiegers, Karl Eugene;
1460;978-1-4419-2996-9;Text mining : predictive methods for analyzing unstructured information;237;2010;Yorktown Heights;Springer Verlag;1;1;2;WEISS, S. M. a kol.;
1462;978-0-387-00163-0;Programming challenges : the programming contest training manual;359;2003;New York, N.Y.;Springer Verlag;1;1;2;SKIENA, S. S. -- REVILLA, M. A.;
1463;0-8176-4253-6;An introduction to data structures and algorithms;599;2002;Boston, MA;Birkhaeuser;1;1;2;STORER, J. A;
1465;978-80-251-3036-0;Architektura softwaru;328;2011;Brno;Computer Press;1;1;1;EELES, P. -- CRIPPS, P;
1467;978-80-251-2923-4;Nenuťte uživatele přemýšlet! : praktický průvodce testováním a opravou chyb použitelnosti webu;165;2010;Brno;Computer Press;1;1;1;Steve Krug;
1469;978-1-4302-1883-8;Eclipse Rich Ajax Platform : bringing Rich client into the web;141;2008;Berkeley, CA;Apress;;1;2;Fabian Lange;
1470;978-1-4302-2483-9;AdvancED Flex 4;540;2010;Berkeley, CA;Apress;;1;2;Shashank Tiwari,Elad Elrom;
1471;978-80-251-3457-3;Jak účinně oslovit média : media relations v podnikání, správě, kultuře i neziskovém sektoru;296;2011;Brno;Computer Press;;;1;Jan Tomandl;
1474;978-80-251-2731-5;Jádro systému Windows : kompletní průvodce programátora;472;2011;Brno;Computer Press;1;1;1;Martin Dráb;
1478;978-80-251-3226-5;Adobe InDesign CS5 : oficiální výukový kurz;424;2011;Brno;Computer Press;;1;1;J. Dvořák;
1479;978-80-251-1726-2;Mistrovství v Linuxu : příkazový řádek, shell, programování;878;2007;Brno;Computer Press;;1;1;Mark G. Sobell;
1480;978-80-251-2329-4;Mistrovství v Microsoft SQL Server 2008 : [kompletní průvodce databázového experta];864;2009;Brno;Computer Press;;1;1;R. E. Walters;
1481;978-80-247-3986-1;Excel 2010 : práce s databázemi a kontingenčními tabulkami;168;2011;Praha;Grada;;1;1;Marek Laurenčík;
1482;"	978-80-251-3289-0";Microsoft Access 2010 : podrobná uživatelská příručka;392;2010;Brno;Computer Press;1;1;1;Aleš Kruczek;
1483;978-80-251-3607-2;Testování softwaru řízené návrhem;336;2011;Brno;Computer Press;;1;1;Matt Stephens Doug Rosenberg;
1484;978-80-251-2587-8;1001 tipů a triků pro Microsoft Excel 2007/2010;488;2011;Brno;Computer Press;;1;1;Jiří Číhař;
1486;978-80-251-2965-4;Zend Framework : programujeme webové aplikace v PHP;416;2010;Brno;Computer Press;1;1;1;Marian Böhmer;
1489;978-80-86815-57-2;Velká kniha T-SQL & SQL Server 2005 : kompendium znalostí pro začátečníky i profesionály;864;2007;Brno;Zoner Press;1;1;1;Sack, Joseph;
1496;978-80-247-1844-6;Plánování a kontrola : klíč k úspěchu;135;2007;Praha;Grada;1;1;1;Žůrková, Hana;
1497;978-80-247-3647-1;Metody komplexního hodnocení podniku;246;2011;Praha;Grada;1;1;1;Vochozka, Marek;
1498;978-80-247-2759-2;Reporting;221;2010;Praha;Grada;3;1;1;Šoljaková, Libuše -- Fibírová, Jana;
1500;978-1-58488-996-0;Constrained clustering : advances in algorithms, theory, and applications;441;2009;Boca Raton;CRC Press;1;1;2;Basu, Sugato -- Davidson, Ian;Chapman & Hall/CRC data mining and knowledge discovery series
1501;0-262-65060-6;Self-organizing map formation : foundations of neural computation;440;2001;Cambridge, MA;MIT Press;;1;2;Obermayer, Klaus -- Sejnowski, Terrence J;Computational neuroscience
1507;978-80-251-3222-7;Microsoft Office 2010 : podrobná uživatelská příručka;491;2010;Brno;Computer Press;1;1;1;Barilla, Jiří;
1508;978-80-7402-080-3;333 tipů a triků pro Windows 7;260;2010;Kralice na Hané;Computer Media;1;1;1;Klatovský, Karel;
1510;978-80-247-3898-7;Excel a Access 2010 : efektivní zpracování dat na počítači;198;2011;Praha;Grada;2;1;1;Pecinovský, Josef;
1511;978-80-87106-43-3;Průvodce tvorbou dokumentů;222;2011;Bučovice;Martin Stříž;1;1;1;Rybička, Jiří -- Přichystal, Jan -- Čačková, Petra;
1512;80-251-1088-5;Microsoft Excel : vzorce, funkce, výpočty;567;2006;Brno;Computer Press;1;1;1;Brož, Milan -- Bezvoda, Václav;
1513;978-80-86686-73-8;Hrátky s Excelem;80;2007;Kralice na Hané;Computer Media;1;1;1;Wolfová, Markéta;
1518;978-80-247-3158-2;Finanční řízení podniku : moderní metody a trendy;204;2010;Praha;Grada;1;1;1;Romana Nývltová Pavel Marinič;
1519;978-80-245-1300-3;Ekonometrická analýza;367;2007;Praha;Oeconomica;1;1;1;Roman Hušek;
1521;978-80-247-3243-5;Průvodce základními statistickými metodami;272;2010;Praha;Grada;1;1;1;Marie Budíková Maria Králová Bohumil Maroš;
1523;978-80-245-1397-3;Finanční analýza a finanční plánování ve firemní praxi;191;2008;Praha;Oeconomica;1;1;1;Pavel Marinič;
1527;978-0-8141-4593-7;Preventing plagiarism : tips and techniques;117;2007;Urbana, Ill.;National Council of Teachers of English;;1;2;Laura Hennessey DeSena;
1529;978-80-251-3118-3;Jak na působivý grafický design : návrhy brožur, log, webů, newsletterů, vizitek či plakátů;239;2011;Brno;Computer Press;1;1;1;John McWade;
1530;978-80-251-2967-8;Grafický design : typografie;175;2010;Brno;Computer Press;1;1;1;Gavin Ambrose Paul Harris;
1534;978-0-9808469-0-4;HTML5 & CSS3 for the real world;342;2011;Collingwood;SitePoint;1;1;2;Alexis Goldstein Louis Lazaris Estelle Weyl;
1535;;Ekonomický slovník : anglicko-český a česko-anglický : anglicko-slovenský a slovensko-anglický;;2009;Brno;;;2;1;;
1536;;Slovník platinium, velký : ekonomický, technický, lékařský;;2010;Brno;;;2;1;;
1538;0-321-48681-1;Compilers : principles, techniques, & tools;1009;2007;Boston, MA;Pearson/Addison Wesley;2;1;2;Alfred V Aho;
1539;980-235-028-1;Arbustos tropicales ornamentales;295;1998;Caracas, Venezuela;Sociedad de Ciencias Naturales La Salle;;1;4;Jesus. Hoyos;
1540;997-29733-1-X;Arboles utiles de la Amazonia peruana : un manual con apuntes de identificacion, ecologia y propagacion de las especies;506;2003;Lima;;;1;4;Carlos R. Reynel;
